timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-05-18,002119.SZ,12.6975,12.6225,12.420833333333334,12.405625,12.376999999999999,12.67872340425532,0
2020-05-19,002119.SZ,12.795,12.69625,12.514166666666668,12.423125,12.401,12.665957446808509,0
2020-05-20,002119.SZ,12.82,12.735,12.623333333333333,12.429375,12.42,12.634893617021275,0
2020-05-21,002119.SZ,12.8625,12.776250000000001,12.695833333333333,12.47625,12.4405,12.616170212765958,0
2020-05-22,002119.SZ,12.9925,12.845,12.745833333333332,12.56375,12.523,12.599148936170215,0
2020-05-25,002119.SZ,13.122499999999999,12.95875,12.838333333333333,12.66625,12.562999999999999,12.5831914893617,0
2020-05-26,002119.SZ,13.285,13.0525,12.918333333333335,12.78875,12.6005,12.582553191489362,2
2020-05-27,002119.SZ,13.5375,13.2,13.030000000000001,12.90625,12.688500000000001,12.586170212765957,2
2020-05-28,002119.SZ,13.7,13.34625,13.13,12.984375000000002,12.791,12.587234042553192,2
2020-05-29,002119.SZ,13.68,13.401250000000001,13.199166666666665,13.04875,12.869,12.56936170212766,4
2020-06-01,002119.SZ,13.684999999999999,13.485000000000001,13.263333333333334,13.11,12.968,12.558936170212766,4
2020-06-02,002119.SZ,13.59,13.563749999999999,13.33,13.170000000000002,13.043000000000001,12.575744680851063,4
2020-06-03,002119.SZ,13.510000000000002,13.605,13.400833333333333,13.225,13.089500000000001,12.593404255319149,4
2020-06-04,002119.SZ,13.415,13.5475,13.405833333333334,13.253125,13.122,12.598085106382978,4
2020-06-05,002119.SZ,13.302499999999998,13.49375,13.424166666666666,13.273125,13.148500000000002,12.612340425531915,4
2020-06-08,002119.SZ,13.125,13.3575,13.417500000000002,13.27875,13.161000000000001,12.628936170212764,4
2020-06-09,002119.SZ,12.9675,13.23875,13.3925,13.2925,13.173499999999999,12.662553191489362,0
2020-06-10,002119.SZ,12.845,13.129999999999999,13.313333333333334,13.265625,13.1715,12.688936170212767,0
2020-06-11,002119.SZ,12.7125,13.0075,13.233333333333333,13.24625,13.161000000000001,12.714255319148938,0
2020-06-12,002119.SZ,12.6425,12.883750000000001,13.119166666666667,13.22375,13.151499999999999,12.73276595744681,0
2020-06-15,002119.SZ,12.585,12.77625,13.020833333333334,13.190625,13.151,12.752553191489362,0
2020-06-16,002119.SZ,12.6725,12.758750000000001,12.977500000000001,13.153125000000001,13.147,12.763404255319148,0
2020-06-17,002119.SZ,12.725000000000001,12.71875,12.913333333333334,13.10625,13.142000000000001,12.764680851063831,0
2020-06-18,002119.SZ,12.7475,12.695,12.838333333333333,13.026250000000001,13.128499999999999,12.75531914893617,0
