timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-07-13,002469.SZ,4.7425,4.62125,4.526666666666666,4.49,4.4805,4.586170212765958,0
2020-07-14,002469.SZ,4.765,4.67,4.566666666666666,4.5125,4.495500000000001,4.583191489361702,0
2020-07-15,002469.SZ,4.7275,4.69625,4.595,4.5268749999999995,4.51,4.567446808510638,0
2020-07-16,002469.SZ,4.6899999999999995,4.6875,4.604166666666667,4.5356250000000005,4.5105,4.551063829787234,0
2020-07-17,002469.SZ,4.619999999999999,4.68125,4.620833333333334,4.550000000000001,4.516,4.542978723404255,0
2020-07-20,002469.SZ,4.6850000000000005,4.725,4.675,4.59625,4.547,4.54531914893617,0
2020-07-21,002469.SZ,4.9025,4.815,4.765,4.671875,4.601999999999999,4.558085106382979,2
2020-07-22,002469.SZ,5.2925,4.99125,4.889166666666667,4.77625,4.687,4.584680851063831,2
2020-07-23,002469.SZ,5.8225,5.22125,5.0616666666666665,4.92125,4.804499999999999,4.623404255319149,2
2020-07-24,002469.SZ,6.07,5.3775,5.173333333333333,5.02375,4.891,4.654255319148936,2
2020-07-27,002469.SZ,6.0424999999999995,5.472499999999999,5.224166666666666,5.084375,4.946,4.67063829787234,4
2020-07-28,002469.SZ,5.86,5.57625,5.280833333333333,5.131875,4.993,4.684255319148936,4
2020-07-29,002469.SZ,5.5725,5.6975,5.338333333333334,5.189375,5.0515,4.70468085106383,4
2020-07-30,002469.SZ,5.3975,5.73375,5.384166666666666,5.229375,5.0985,4.721276595744681,4
2020-07-31,002469.SZ,5.395,5.71875,5.446666666666666,5.266875,5.1465,4.739574468085107,4
2020-08-03,002469.SZ,5.4425,5.651249999999999,5.531666666666666,5.32125,5.194,4.76063829787234,4
2020-08-04,002469.SZ,5.404999999999999,5.48875,5.599999999999999,5.355,5.2325,4.780425531914894,4
2020-08-05,002469.SZ,5.44,5.41875,5.635833333333333,5.398124999999999,5.2715,4.805106382978724,4
2020-08-06,002469.SZ,5.4399999999999995,5.4175,5.6258333333333335,5.445,5.3015,4.828085106382979,4
2020-08-07,002469.SZ,5.3575,5.4,5.553333333333334,5.488125,5.3285,4.845106382978724,4
2020-08-10,002469.SZ,5.342499999999999,5.37375,5.44,5.535625,5.3525,4.860425531914895,4
2020-08-11,002469.SZ,5.425,5.432500000000001,5.420833333333333,5.583125,5.403499999999999,4.886808510638298,0
2020-08-12,002469.SZ,5.4375,5.43875,5.424166666666667,5.57875,5.4435,4.905957446808511,0
2020-08-13,002469.SZ,5.5225,5.44,5.440833333333334,5.545625,5.495,4.926595744680851,0
2020-08-14,002469.SZ,5.545000000000001,5.4437500000000005,5.430833333333333,5.4662500000000005,5.5375,4.945744680851064,0
2020-08-17,002469.SZ,5.465,5.445,5.443333333333334,5.431875,5.5595,4.966382978723404,0
2020-08-18,002469.SZ,5.4875,5.4625,5.454999999999999,5.44,5.5605,4.987446808510638,0
2020-08-19,002469.SZ,5.449999999999999,5.48625,5.443333333333334,5.443125,5.5265,5.004893617021277,0
2020-08-20,002469.SZ,5.47,5.507499999999999,5.452500000000001,5.440625,5.4670000000000005,5.026808510638299,0
