timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-08-17,002913.SZ,59.765,59.387499999999996,58.945,58.175625,58.072,58.11404255319149,0
2020-08-18,002913.SZ,60.185,59.53125,59.17250000000001,58.5425,58.140499999999996,58.153191489361696,0
2020-08-19,002913.SZ,59.95,59.355,59.145833333333336,58.733125,58.1235,58.189787234042555,0
2020-08-20,002913.SZ,59.66499999999999,59.30625,59.18416666666667,58.853125,58.1635,58.28148936170213,0
2020-08-21,002913.SZ,59.315,59.54,59.36333333333334,59.0375,58.40350000000001,58.44255319148935,0
2020-08-24,002913.SZ,59.269999999999996,59.7275,59.44416666666667,59.196875000000006,58.688,58.59765957446809,0
2020-08-25,002913.SZ,59.7525,59.85125,59.487500000000004,59.2975,58.937,58.76021276595745,0
2020-08-26,002913.SZ,60.142500000000005,59.903749999999995,59.585,59.423750000000005,59.111000000000004,58.91744680851063,2
2020-08-27,002913.SZ,60.7975,60.05625,59.95916666666667,59.721875000000004,59.3895,59.11659574468085,2
2020-08-28,002913.SZ,61.107499999999995,60.18875,60.1875,59.86,59.57899999999999,59.2840425531915,2
2020-08-31,002913.SZ,62.2475,61.0,60.65,60.177499999999995,59.8875,59.46702127659574,2
2020-09-01,002913.SZ,63.375,61.758750000000006,61.060833333333335,60.5325,60.214,59.562553191489364,2
2020-09-02,002913.SZ,64.2475,62.5225,61.45333333333334,61.03125,60.626999999999995,59.70787234042553,2
2020-09-03,002913.SZ,65.30250000000001,63.205000000000005,61.89333333333334,61.46625,60.9485,59.84340425531914,2
2020-09-04,002913.SZ,65.2025,63.725,62.40083333333334,61.788125,61.182500000000005,59.966595744680845,4
2020-09-07,002913.SZ,64.65,64.0125,62.722500000000004,61.958125,61.355999999999995,60.064255319148934,4
2020-09-08,002913.SZ,63.8775,64.0625,62.97416666666667,62.059375,61.6005,60.126382978723406,4
2020-09-09,002913.SZ,62.290000000000006,63.79625,62.9,61.9925,61.63100000000001,60.08212765957447,4
2020-09-10,002913.SZ,61.0575,63.13,62.83583333333333,62.065,61.641999999999996,60.04617021276596,4
2020-09-11,002913.SZ,60.2975,62.473749999999995,62.774166666666666,62.11625,61.626,60.011702127659575,0
2020-09-14,002913.SZ,59.7225,61.800000000000004,62.615833333333335,62.16125,61.592,59.973829787234045,0
2020-09-15,002913.SZ,60.067499999999995,61.17875,62.553333333333335,62.191874999999996,61.6075,59.93723404255319,0
2020-09-16,002913.SZ,60.385,60.72125,62.214999999999996,62.223124999999996,61.729000000000006,59.86361702127659,0
2020-09-17,002913.SZ,60.872499999999995,60.585,61.94,62.29875,61.86749999999999,59.83595744680852,0
2020-09-18,002913.SZ,61.317499999999995,60.519999999999996,61.63916666666666,62.29125,61.99249999999999,59.8572340425532,0
