timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-06-09,002362.SZ,16.845,16.77,16.6025,16.613125,16.651,16.703404255319146,0
2020-06-10,002362.SZ,16.9175,16.903750000000002,16.7,16.621875,16.665,16.72276595744681,0
2020-06-11,002362.SZ,16.9375,16.9175,16.736666666666668,16.618750000000002,16.6625,16.73936170212766,0
2020-06-12,002362.SZ,16.942500000000003,16.88625,16.757499999999997,16.635625,16.652,16.744468085106384,0
2020-06-15,002362.SZ,16.88,16.8625,16.80666666666667,16.671875,16.6665,16.75659574468085,0
2020-06-16,002362.SZ,16.9775,16.9475,16.928333333333335,16.769375,16.692999999999998,16.771489361702127,0
2020-06-17,002362.SZ,17.107499999999998,17.0225,16.980833333333333,16.829375,16.7165,16.782340425531913,0
2020-06-18,002362.SZ,17.265,17.103749999999998,17.0125,16.884375,16.7615,16.774680851063827,0
2020-06-19,002362.SZ,17.425,17.1525,17.05,16.96125,16.8225,16.78255319148936,2
2020-06-22,002362.SZ,17.4875,17.2325,17.1275,17.068125000000002,16.913000000000004,16.807659574468087,2
2020-06-23,002362.SZ,17.515,17.31125,17.186666666666667,17.114375,16.9665,16.815744680851065,2
2020-06-24,002362.SZ,17.535,17.4,17.2475,17.143125,17.0145,16.829574468085106,2
2020-06-29,002362.SZ,17.4675,17.44625,17.2575,17.154375,17.0625,16.832978723404256,4
2020-06-30,002362.SZ,17.487499999999997,17.4875,17.3175,17.2175,17.152,16.8531914893617,4
2020-07-01,002362.SZ,17.6075,17.56125,17.41,17.291875,17.213,16.873404255319148,4
2020-07-02,002362.SZ,17.805,17.669999999999998,17.535,17.386875,17.2755,16.899148936170214,4
2020-07-03,002362.SZ,18.0675,17.767500000000002,17.653333333333332,17.46,17.337,16.91659574468085,4
2020-07-06,002362.SZ,18.3325,17.91,17.769166666666667,17.57125,17.4405,16.94510638297872,4
2020-07-07,002362.SZ,18.5875,18.0975,17.903333333333332,17.704375,17.551,16.99063829787234,4
2020-07-08,002362.SZ,18.877499999999998,18.34125,18.0725,17.870625,17.685000000000002,17.054255319148936,4
2020-07-09,002362.SZ,19.375,18.72125,18.303333333333335,18.083750000000002,17.843,17.148936170212767,4
2020-07-10,002362.SZ,19.6125,18.972499999999997,18.477500000000003,18.23,17.979499999999998,17.238510638297875,4
2020-07-13,002362.SZ,19.9075,19.2475,18.700833333333332,18.404374999999998,18.145,17.322127659574466,4
2020-07-14,002362.SZ,19.9825,19.43,18.888333333333332,18.549999999999997,18.293,17.385106382978723,4
2020-07-15,002362.SZ,19.725,19.549999999999997,19.055833333333336,18.658749999999998,18.412,17.437659574468082,4
2020-07-16,002362.SZ,19.3525,19.4825,19.09916666666667,18.69625,18.454500000000003,17.470000000000002,4
2020-07-17,002362.SZ,18.825,19.36625,19.106666666666666,18.731875,18.4885,17.490851063829787,4
2020-07-20,002362.SZ,18.555,19.26875,19.138333333333332,18.805,18.551,17.528297872340428,4
2020-07-21,002362.SZ,18.515,19.119999999999997,19.205,18.920625,18.63,17.574680851063828,4
2020-07-22,002362.SZ,18.677500000000002,19.015,19.214166666666667,18.99375,18.6925,17.618510638297874,0
2020-07-23,002362.SZ,18.82,18.8225,19.184166666666666,19.035,18.7495,17.655106382978722,0
2020-07-24,002362.SZ,18.63,18.5925,19.055833333333336,19.01125,18.77,17.683829787234043,0
2020-07-27,002362.SZ,18.25,18.3825,18.83,18.96625,18.7865,17.69489361702128,0
2020-07-28,002362.SZ,17.9,18.28875,18.643333333333334,18.885625,18.775,17.708936170212766,0
2020-07-29,002362.SZ,17.7275,18.27375,18.4575,18.82,18.7735,17.741063829787233,0
2020-07-30,002362.SZ,17.6875,18.15875,18.290833333333335,18.713749999999997,18.7465,17.77255319148936,0
2020-07-31,002362.SZ,17.8225,18.03625,18.195833333333333,18.578125,18.7375,17.817021276595746,0
