timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-07-31,002236.SZ,21.1425,20.814999999999998,20.575,20.805,20.816,19.06872340425532,0
2020-08-03,002236.SZ,21.322499999999998,20.8975,20.725833333333334,20.81,20.874000000000002,19.1968085106383,0
2020-08-04,002236.SZ,21.267500000000002,20.9375,20.81,20.734375,20.915,19.32297872340426,0
2020-08-05,002236.SZ,21.18,21.09,20.8725,20.683125,20.936500000000002,19.449574468085107,0
2020-08-06,002236.SZ,20.91,21.02625,20.846666666666668,20.658749999999998,20.826,19.562978723404257,0
2020-08-07,002236.SZ,21.0725,21.197499999999998,20.955833333333334,20.8125,20.8625,19.687659574468086,0
2020-08-10,002236.SZ,21.549999999999997,21.408749999999998,21.141666666666666,20.994999999999997,20.8975,19.81382978723404,2
2020-08-11,002236.SZ,21.9525,21.56625,21.377499999999998,21.1425,20.937,19.932340425531915,2
2020-08-12,002236.SZ,22.4875,21.69875,21.513333333333335,21.256875,21.0245,20.051702127659574,2
2020-08-13,002236.SZ,22.515,21.79375,21.636666666666667,21.345625,21.153,20.16851063829787,2
2020-08-14,002236.SZ,22.765,22.1575,21.860833333333332,21.5475,21.349,20.304255319148936,2
2020-08-17,002236.SZ,23.025,22.48875,22.0525,21.789375,21.519,20.425957446808514,2
2020-08-18,002236.SZ,23.35,22.91875,22.249166666666667,21.9725,21.6755,20.555106382978725,2
2020-08-19,002236.SZ,23.697499999999998,23.10625,22.42833333333333,22.151875,21.816,20.69531914893617,2
2020-08-20,002236.SZ,23.435000000000002,23.099999999999998,22.583333333333332,22.254375,21.925,20.801063829787232,4
2020-08-21,002236.SZ,23.285,23.155,22.754166666666666,22.360625,22.0885,20.91617021276596,4
2020-08-24,002236.SZ,23.392500000000002,23.37125,23.076666666666668,22.535,22.2565,21.03914893617021,4
2020-08-25,002236.SZ,23.35,23.52375,23.1875,22.65875,22.3915,21.148723404255318,4
2020-08-26,002236.SZ,23.482499999999998,23.458750000000002,23.227500000000003,22.808125,22.5,21.24340425531915,4
2020-08-27,002236.SZ,23.472499999999997,23.37875,23.260833333333334,22.93375,22.583,21.325957446808513,4
2020-08-28,002236.SZ,23.185,23.28875,23.309166666666666,23.10375,22.665,21.4031914893617,4
2020-08-31,002236.SZ,23.01,23.18,23.352500000000003,23.143125,22.729,21.484893617021275,4
2020-09-01,002236.SZ,22.955,23.21875,23.290833333333335,23.159375,22.8375,21.572553191489362,4
2020-09-02,002236.SZ,23.21,23.34125,23.322499999999994,23.248124999999998,22.989,21.67446808510638,4
2020-09-03,002236.SZ,23.175,23.18,23.250833333333333,23.275624999999998,23.118000000000002,21.75063829787234,4
2020-09-04,002236.SZ,23.085,23.0475,23.148333333333337,23.285625,23.1315,21.80212765957447,4
2020-09-07,002236.SZ,22.729999999999997,22.842499999999998,23.055833333333336,23.150625,23.0735,21.84276595744681,0
2020-09-08,002236.SZ,22.295,22.7525,22.992499999999996,23.065624999999997,23.057499999999997,21.88744680851064,0
2020-09-09,002236.SZ,21.9,22.537499999999998,22.753333333333334,22.913125,23.0005,21.904255319148938,0
2020-09-10,002236.SZ,21.45,22.267500000000002,22.515,22.72375,22.918499999999998,21.914468085106382,0
2020-09-11,002236.SZ,21.2525,21.99125,22.3125,22.605,22.770999999999997,21.927659574468088,0
2020-09-14,002236.SZ,21.044999999999998,21.669999999999998,22.183333333333334,22.505625,22.6615,21.903191489361703,0
