timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-06-30,002913.SZ,58.730000000000004,55.88625,55.27333333333334,56.075,56.48,56.92148936170213,0
2020-07-01,002913.SZ,59.332499999999996,56.6375,55.44166666666667,56.08375,56.495000000000005,56.939787234042555,0
2020-07-02,002913.SZ,58.754999999999995,57.275000000000006,55.74,56.07375,56.4605,56.950425531914895,0
2020-07-03,002913.SZ,58.96,58.129999999999995,56.37916666666666,56.148125,56.5715,56.96829787234042,0
2020-07-06,002913.SZ,59.485,59.1075,57.08583333333333,56.32625,56.75699999999999,57.03595744680851,0
2020-07-07,002913.SZ,60.1225,59.7275,57.79916666666666,56.611875,56.89150000000001,57.11212765957447,0
2020-07-08,002913.SZ,60.915,59.835,58.48833333333334,57.033750000000005,57.04200000000001,57.200212765957446,0
2020-07-09,002913.SZ,61.515,60.2375,59.25833333333333,57.663125,57.221500000000006,57.31127659574467,0
2020-07-10,002913.SZ,61.769999999999996,60.627500000000005,59.995000000000005,58.256875,57.415,57.409361702127654,2
2020-07-13,002913.SZ,62.53,61.32625,60.66166666666667,58.981875,57.79549999999999,57.49340425531915,2
2020-07-14,002913.SZ,62.9375,61.926249999999996,60.86916666666667,59.600625,58.2145,57.551276595744675,2
2020-07-15,002913.SZ,62.6875,62.10125,61.054166666666674,60.115625,58.668000000000006,57.577446808510636,4
2020-07-16,002913.SZ,61.737500000000004,61.75375,60.9975,60.430625000000006,58.952999999999996,57.54872340425532,4
2020-07-17,002913.SZ,59.9225,61.22625,60.85833333333333,60.476875,59.17,57.44851063829787,4
2020-07-20,002913.SZ,58.9975,60.9675,60.95000000000001,60.401250000000005,59.480000000000004,57.42659574468085,4
2020-07-21,002913.SZ,58.435,60.56125,60.87916666666667,60.399375000000006,59.779500000000006,57.39148936170213,0
2020-07-22,002913.SZ,58.4475,60.0925,60.65166666666667,60.36,60.03399999999999,57.34510638297873,0
2020-07-23,002913.SZ,58.72,59.32125,60.39083333333334,60.32375,60.12550000000001,57.25851063829787,0
2020-07-24,002913.SZ,57.657500000000006,58.3275,59.86416666666667,60.126875000000005,59.8525,57.236382978723405,0
2020-07-27,002913.SZ,56.5325,57.48375,59.218333333333334,59.792500000000004,59.626,57.20595744680852,0
2020-07-28,002913.SZ,55.685,57.06625,58.623333333333335,59.410000000000004,59.425,57.22702127659575,0
2020-07-29,002913.SZ,55.405,57.0625,58.015833333333326,59.144375000000004,59.339999999999996,57.293404255319146,0
2020-07-30,002913.SZ,55.86749999999999,56.7625,57.50749999999999,58.864999999999995,59.275,57.376382978723406,0
