timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-04-30,002469.SZ,4.4925,4.4325,4.474166666666666,4.43125,4.4030000000000005,4.3189361702127655,0
2020-05-06,002469.SZ,4.6275,4.483750000000001,4.515833333333333,4.476249999999999,4.4285,4.338085106382978,0
2020-05-07,002469.SZ,4.885,4.60125,4.578333333333333,4.544375,4.487,4.369148936170213,2
2020-05-08,002469.SZ,5.005,4.72625,4.639166666666667,4.61125,4.5385,4.398297872340425,2
2020-05-11,002469.SZ,5.1275,4.8100000000000005,4.664166666666667,4.6375,4.5705,4.418297872340426,2
2020-05-12,002469.SZ,5.13,4.87875,4.699166666666667,4.6693750000000005,4.606999999999999,4.437021276595744,2
2020-05-13,002469.SZ,5.0125,4.9487499999999995,4.738333333333333,4.686875,4.638,4.4568085106382975,4
2020-05-14,002469.SZ,4.8975,4.95125,4.783333333333334,4.70375,4.6685,4.473191489361701,4
2020-05-15,002469.SZ,4.8775,5.0024999999999995,4.8325000000000005,4.7175,4.6855,4.490425531914894,4
2020-05-18,002469.SZ,4.79,4.96,4.849166666666666,4.721875000000001,4.6935,4.500212765957446,4
2020-05-19,002469.SZ,4.72,4.86625,4.8725,4.733750000000001,4.6935,4.513191489361701,4
2020-05-20,002469.SZ,4.6899999999999995,4.79375,4.864166666666667,4.76,4.7010000000000005,4.5251063829787235,4
2020-05-21,002469.SZ,4.6175,4.7475000000000005,4.8741666666666665,4.7787500000000005,4.6975,4.532765957446808,0
2020-05-22,002469.SZ,4.61,4.699999999999999,4.843333333333334,4.789375,4.6995000000000005,4.543404255319149,0
2020-05-25,002469.SZ,4.585,4.652500000000001,4.7725,4.800625,4.704000000000001,4.5457446808510635,0
2020-05-26,002469.SZ,4.545,4.617500000000001,4.710833333333333,4.784375,4.7170000000000005,4.542553191489362,0
2020-05-27,002469.SZ,4.515000000000001,4.566249999999999,4.670000000000001,4.784375,4.726000000000001,4.531063829787234,0
2020-05-28,002469.SZ,4.455,4.532500000000001,4.618333333333333,4.74625,4.722499999999999,4.520212765957447,0
2020-05-29,002469.SZ,4.4,4.4925,4.568333333333333,4.679375,4.7204999999999995,4.514468085106382,0
