timestamps,code,MA4,MA8,MA12,MA16,MA20,MA47,stage
2020-05-25,002106.SZ,10.3075,10.37375,10.461666666666668,10.529375,10.483,9.74404255319149,0
2020-05-26,002106.SZ,10.35,10.36875,10.446666666666667,10.533125,10.496500000000001,9.778510638297872,0
2020-05-27,002106.SZ,10.4875,10.39875,10.464166666666666,10.538124999999999,10.53,9.816595744680852,0
2020-05-28,002106.SZ,10.7175,10.51,10.500833333333333,10.55,10.575,9.860425531914894,0
2020-05-29,002106.SZ,10.93,10.61875,10.559166666666666,10.57875,10.6095,9.901063829787235,0
2020-06-01,002106.SZ,11.1575,10.75375,10.631666666666666,10.624374999999999,10.658,9.946170212765958,0
2020-06-02,002106.SZ,11.3675,10.927499999999998,10.721666666666666,10.69,10.703999999999999,10.006170212765959,0
2020-06-03,002106.SZ,11.537500000000001,11.127500000000001,10.8525,10.76,10.747499999999999,10.065106382978723,2
2020-06-04,002106.SZ,11.6425,11.28625,10.96,10.83,10.7915,10.118297872340426,2
2020-06-05,002106.SZ,11.709999999999999,11.43375,11.0725,10.90125,10.8415,10.177446808510638,2
2020-06-08,002106.SZ,11.655000000000001,11.51125,11.17,10.955,10.883,10.233404255319149,4
2020-06-09,002106.SZ,11.732500000000002,11.635,11.329166666666667,11.072500000000002,10.9545,10.303191489361701,4
2020-06-10,002106.SZ,11.84,11.74125,11.470833333333333,11.18,11.032,10.374893617021277,4
2020-06-11,002106.SZ,11.852500000000001,11.78125,11.573333333333332,11.2675,11.0915,10.438936170212767,4
2020-06-12,002106.SZ,11.927499999999998,11.791250000000002,11.65,11.359375,11.1495,10.497872340425532,4
2020-06-15,002106.SZ,11.892499999999998,11.8125,11.720833333333333,11.47,11.2365,10.562127659574466,4
2020-06-16,002106.SZ,11.93,11.885,11.804166666666667,11.585625,11.33,10.628936170212764,4
2020-06-17,002106.SZ,12.0175,11.935,11.86,11.684375,11.4175,10.692765957446808,4
2020-06-18,002106.SZ,12.1325,12.030000000000001,11.905000000000001,11.770625,11.514,10.759148936170211,4
2020-06-19,002106.SZ,12.185,12.03875,11.936666666666667,11.836875000000001,11.613000000000001,10.83,4
2020-06-22,002106.SZ,12.27,12.1,12.013333333333334,11.920625,11.7225,10.912340425531914,4
2020-06-23,002106.SZ,12.36,12.18875,12.076666666666668,11.985,11.8195,10.972978723404255,4
2020-06-24,002106.SZ,12.415,12.27375,12.158333333333333,12.0325,11.8995,11.035531914893616,4
2020-06-29,002106.SZ,12.5525,12.368749999999999,12.209999999999999,12.090625,11.98,11.098297872340426,4
2020-06-30,002106.SZ,12.69,12.48,12.296666666666667,12.182500000000001,12.0745,11.170851063829787,4
2020-07-01,002106.SZ,12.870000000000001,12.615,12.415833333333333,12.275,12.162,11.243191489361703,4
2020-07-02,002106.SZ,13.282499999999999,12.848749999999999,12.61,12.439375,12.2825,11.330000000000002,4
2020-07-03,002106.SZ,13.6025,13.0775,12.78,12.558124999999999,12.392999999999999,11.407234042553194,4
2020-07-06,002106.SZ,13.9975,13.34375,12.985833333333332,12.721874999999999,12.5455,11.502765957446808,4
2020-07-07,002106.SZ,14.434999999999999,13.6525,13.22166666666667,12.920625000000001,12.707,11.60340425531915,4
2020-07-08,002106.SZ,14.65,13.96625,13.449166666666665,13.12,12.881499999999999,11.704255319148935,4
2020-07-09,002106.SZ,14.892500000000002,14.247499999999999,13.6825,13.308125,13.025,11.798297872340425,4
2020-07-10,002106.SZ,15.04,14.51875,13.90916666666667,13.499375,13.1855,11.901914893617022,4
2020-07-13,002106.SZ,15.5225,14.97875,14.275833333333333,13.796875,13.440999999999999,12.031063829787232,4
2020-07-14,002106.SZ,16.0925,15.37125,14.674999999999999,14.11,13.714500000000001,12.16531914893617,4
2020-07-15,002106.SZ,16.2275,15.559999999999999,14.9075,14.31875,13.892,12.26595744680851,4
2020-07-16,002106.SZ,15.934999999999999,15.4875,14.990833333333333,14.415625,13.986500000000001,12.339574468085107,4
2020-07-17,002106.SZ,15.405,15.463750000000001,15.120833333333332,14.558124999999999,14.118500000000001,12.426382978723403,4
2020-07-20,002106.SZ,14.8525,15.4725,15.198333333333332,14.719375,14.258500000000002,12.518936170212768,4
2020-07-21,002106.SZ,14.6675,15.4475,15.262500000000001,14.8475,14.388499999999999,12.608936170212766,4
2020-07-22,002106.SZ,14.8375,15.38625,15.270833333333334,14.952499999999999,14.5,12.7,4
2020-07-23,002106.SZ,14.7925,15.098749999999999,15.24,15.03875,14.605,12.783617021276596,4
2020-07-24,002106.SZ,14.4875,14.67,15.144166666666669,15.020625,14.673000000000002,12.859787234042553,4
2020-07-27,002106.SZ,14.2425,14.455000000000002,15.045833333333333,15.0075,14.726500000000001,12.932553191489363,0
2020-07-28,002106.SZ,13.997499999999999,14.417499999999999,14.923333333333332,14.9525,14.761500000000002,13.00723404255319,0
2020-07-29,002106.SZ,14.0125,14.4025,14.736666666666666,14.933124999999999,14.8335,13.098723404255319,0
2020-07-30,002106.SZ,14.29,14.388749999999998,14.543333333333335,14.930625000000001,14.874499999999998,13.19914893617021,0
2020-07-31,002106.SZ,14.6025,14.422500000000001,14.504166666666665,14.934999999999999,14.926499999999999,13.29808510638298,0
2020-08-03,002106.SZ,15.104999999999999,14.55125,14.646666666666668,14.96875,14.983,13.411914893617022,0
